,SearchNames,Author,NoPapers
2302,AU=ARSLAN NECMI,ARSLAN NECMI,23
2303,AU=BIYIKLI NECMI,BIYIKLI NECMI,78
2304,AU=GOKAY NECMI,GOKAY NECMI,2
2305,AU=DEMIRCI NEDRET,DEMIRCI NEDRET,0
2306,AU=ELMAS NEDRET,ELMAS NEDRET,0
2307,AU=TEIK NEDIM,TEIK NEDIM,0
2308,AU=KARAKAYA NEJDET,KARAKAYA NEJDET,0
2309,AU=SIMSEK NEJDET,SIMSEK NEJDET,27
2310,AU=GULTEPE NEJLA,GULTEPE NEJLA,1
2311,AU=KURUL NEJLA,KURUL NEJLA,1
2312,AU=KIYMAZ NEJMI,KIYMAZ NEJMI,20
2313,AU=CORDUK NERGUL,CORDUK NERGUL,11
2314,AU=CELIK NERMIN,CELIK NERMIN,7
2315,AU=BARUT NESLI,BARUT NESLI,0
2316,AU=BAYRAK NESLIHAN,BAYRAK NESLIHAN,5
2317,AU=BULUT NESLIHAN,BULUT NESLIHAN,7
2318,AU=KADIKOYLU NESLIHAN,KADIKOYLU NESLIHAN,0
2319,AU=ATCI NESRIN,ATCI NESRIN,15
2320,AU=GURSAN NESRIN,GURSAN NESRIN,51
2321,AU=ANDIRAN NESIBI,ANDIRAN NESIBI,0
2322,AU=KARABULUT NEVZA,KARABULUT NEVZA,0
2323,AU=DAMLA NEVZAT,DAMLA NEVZAT,10
2324,AU=TARIM NEVZAT,TARIM NEVZAT,1
2325,AU=TUZCU NEVIN,TUZCU NEVIN,12
2326,AU=SARIBOGA NEZAKET,SARIBOGA NEZAKET,2
2327,AU=ONDUL NEZIHA,ONDUL NEZIHA,0
2328,AU=AKGUL NESE,AKGUL NESE,2
2329,AU=AKAR NESET,AKAR NESET,10
2330,AU=DEMIRCI NESET,DEMIRCI NESET,4
2331,AU=YILDIZ NUERTTIN,YILDIZ NUERTTIN,0
2332,AU=KONUK NUMAN,KONUK NUMAN,30
2333,AU=YUKSEL NUMAN,YUKSEL NUMAN,4
2334,AU=OZEN NUMAN,OZEN NUMAN,0
2335,AU=CELIK NUR,CELIK NUR,1
2336,AU=KAYABASI NURAN,KAYABASI NURAN,6
2337,AU=BUYUKBERBER NURAY,BUYUKBERBER NURAY,3
2338,AU=MEMIS NURAY,MEMIS NURAY,0
2339,AU=KAHRAMAN NURCAN,KAHRAMAN NURCAN,5
2340,AU=ATA NURCAN,ATA NURCAN,0
2341,AU=PAZARLIOGLU NURDAN,PAZARLIOGLU NURDAN,34
2342,AU=AYDEMIR NURDANE,AYDEMIR NURDANE,2
2343,AU=TOMBAK NURDOGAN,TOMBAK NURDOGAN,0
2344,AU=VAN NUREDDIN,VAN NUREDDIN,0
2345,AU=CELIMLI NUREDDIN,CELIMLI NUREDDIN,8
2346,AU=BILGEN NURETTIN,BILGEN NURETTIN,0
2347,AU=DOGAN NURETTIN,DOGAN NURETTIN,44
2348,AU=ISMAN NURETTIN,ISMAN NURETTIN,0
2349,AU=KUZHAN NURETTIN,KUZHAN NURETTIN,1
2350,AU=SAVAS NURETTIN,SAVAS NURETTIN,0
2351,AU=YOREK NURETTIN,YOREK NURETTIN,6
2352,AU=OZKOKELI NURETTIN,OZKOKELI NURETTIN,0
2353,AU=OZTURK NURETTIN,OZTURK NURETTIN,0
2354,AU=IBRAHIMOGLU NURETTIN,IBRAHIMOGLU NURETTIN,1
2355,AU=SENYER NURETTIN,SENYER NURETTIN,15
2356,AU=ATMACA NURGUL,ATMACA NURGUL,16
2357,AU=BOZKURT NURGUL,BOZKURT NURGUL,2
2358,AU=TANKUT NURGUL,TANKUT NURGUL,14
2359,AU=YAGIZ NURKAN,YAGIZ NURKAN,23
2360,AU=SAHIN NURSEL,SAHIN NURSEL,32
2361,AU=AKSOY NURTEN,AKSOY NURTEN,144
2362,AU=AKKOC NURULLAH,AKKOC NURULLAH,153
2363,AU=ALTUN NURULLAH,ALTUN NURULLAH,0
2364,AU=ANKARALIOGLU NURULLAH,ANKARALIOGLU NURULLAH,4
2365,AU=KAYA NURULLAH,KAYA NURULLAH,3
2366,AU=KAYISOGLU NURULLAH,KAYISOGLU NURULLAH,0
2367,AU=KOKSAL NURULLAH,KOKSAL NURULLAH,2
2368,AU=TABAKCI NURULLAH,TABAKCI NURULLAH,0
2369,AU=AYDOGDU NURI,AYDOGDU NURI,0
2370,AU=BOZALI NURI,BOZALI NURI,4
2371,AU=KIRAZ NURI,KIRAZ NURI,36
2372,AU=OK NURI,OK NURI,1
2373,AU=COLAK NUSRET,COLAK NUSRET,0
2374,AU=BAYINDIR NIDA,BAYINDIR NIDA,3
2375,AU=BOZ NIHAT,BOZ NIHAT,5
2376,AU=KAYA NIHAT,KAYA NIHAT,23
2377,AU=YAZILITAS NIHAT,YAZILITAS NIHAT,0
2378,AU=YAGMUR NIHAT,YAGMUR NIHAT,16
2379,AU=YILMAZ NIHAT,YILMAZ NIHAT,28
2380,AU=CETINKAYA NIHAT,CETINKAYA NIHAT,3
2381,AU=ILHAN NIHAT,ILHAN NIHAT,8
2382,AU=SEN NIHAT,SEN NIHAT,79
2383,AU=LODOGLU NILAY,LODOGLU NILAY,0
2384,AU=SAMANCI NILAY,SAMANCI NILAY,8
2385,AU=USTUN NILGUL,USTUN NILGUL,9
2386,AU=ERDEM NILGUN,ERDEM NILGUN,0
2387,AU=KILINC NILGUN,KILINC NILGUN,0
2388,AU=ATALAY NILGUN,ATALAY NILGUN,25
2389,AU=KOCA NILUFER,KOCA NILUFER,0
2390,AU=KORKMAZ NILUFER,KORKMAZ NILUFER,7
2391,AU=ILHAN NILUFER,ILHAN NILUFER,25
2392,AU=KAHYA NIMET,KAHYA NIMET,4
2393,AU=ERDOGAN NIYAZI,ERDOGAN NIYAZI,6
2394,AU=KILIC NIYAZI,KILIC NIYAZI,23
2395,AU=ODABASIOGLU NIYAZI,ODABASIOGLU NIYAZI,26
2396,AU=KOC OKAN,KOC OKAN,5
2397,AU=SAGLAMBILEN OKAN,SAGLAMBILEN OKAN,1
2398,AU=SOLAK OKAN,SOLAK OKAN,24
2399,AU=DEMIRDAG OKTAY,DEMIRDAG OKTAY,7
2400,AU=OZTURK OKTAY,OZTURK OKTAY,30
2401,AU=HATIPOGLU OKTAY,HATIPOGLU OKTAY,0
2402,AU=SARI OKTAY,SARI OKTAY,36
2403,AU=OKSUZLER OKTAY,OKSUZLER OKTAY,0
2404,AU=ESER OLCAY,ESER OLCAY,57
2405,AU=HISAR OLCAY,HISAR OLCAY,26
2406,AU=KARAATLI OLCAY,KARAATLI OLCAY,10
2407,AU=KURSUN OLCAY,KURSUN OLCAY,44
2408,AU=SINAN OLCAY,SINAN OLCAY,4
2409,AU=HAMZAOGLU ONUR,HAMZAOGLU ONUR,17
2410,AU=NANE ONUR,NANE ONUR,5
2411,AU=OKTAY ONUR,OKTAY ONUR,6
2412,AU=SOKUCU ORAL,SOKUCU ORAL,21
2413,AU=ADIGUZEL ORHAN,ADIGUZEL ORHAN,0
2414,AU=AKMAN ORHAN,AKMAN ORHAN,16
2415,AU=ATES ORHAN,ATES ORHAN,20
2416,AU=BOZOGLAN ORHAN,BOZOGLAN ORHAN,14
2417,AU=DOGDU ORHAN,DOGDU ORHAN,48
2418,AU=ER ORHAN,ER ORHAN,12
2419,AU=FILIZ ORHAN,FILIZ ORHAN,0
2420,AU=GOZENELI ORHAN,GOZENELI ORHAN,13
2421,AU=GUNAY ORHAN,GUNAY ORHAN,0
2422,AU=KARATAS ORHAN,KARATAS ORHAN,4
2423,AU=KARPUZ ORHAN,KARPUZ ORHAN,1
2424,AU=KOCAK ORHAN,KOCAK ORHAN,20
2425,AU=SARIKAYA ORHAN,SARIKAYA ORHAN,0
2426,AU=TEZCAN ORHAN,TEZCAN ORHAN,14
2427,AU=TOKGOZ ORHAN,TOKGOZ ORHAN,24
2428,AU=OZKAN ORHAN,OZKAN ORHAN,48
2429,AU=CELTIKCI ORHAN,CELTIKCI ORHAN,0
2430,AU=OZBEK ORHAN,OZBEK ORHAN,59
2431,AU=UNAL ORHAN,UNAL ORHAN,48
2432,AU=ZORBA ORHAN,ZORBA ORHAN,18
2433,AU=ALKILINC ORUC,ALKILINC ORUC,0
2434,AU=ABALI OSMAN,ABALI OSMAN,16
2435,AU=ETOZ OSMAN,ETOZ OSMAN,21
2436,AU=BARAK OSMAN,BARAK OSMAN,0
2437,AU=BILGEN OSMAN,BILGEN OSMAN,1
2438,AU=BILGIN OSMAN,BILGIN OSMAN,19
2439,AU=CANKO OSMAN,CANKO OSMAN,46
2440,AU=CENET OSMAN,CENET OSMAN,2
2441,AU=DOLU OSMAN,DOLU OSMAN,1
2442,AU=YILDIZ OSMAN,YILDIZ OSMAN,12
2443,AU=EGRI OSMAN,EGRI OSMAN,0
2444,AU=GENC OSMAN,GENC OSMAN,44
2445,AU=GOKALP OSMAN,GOKALP OSMAN,26
2446,AU=GUNER OSMAN,GUNER OSMAN,9
2447,AU=LEBLEBICIOGLU OSMAN,LEBLEBICIOGLU OSMAN,0
2448,AU=KABAKCILI OSMAN,KABAKCILI OSMAN,0
2449,AU=KARABACAK OSMAN,KARABACAK OSMAN,29
2450,AU=KULAK OSMAN,KULAK OSMAN,14
2451,AU=ORAL OSMAN,ORAL OSMAN,0
2452,AU=SALIS OSMAN,SALIS OSMAN,23
2453,AU=SULAK OSMAN,SULAK OSMAN,13
2454,AU=TEMIZOZ OSMAN,TEMIZOZ OSMAN,40
2455,AU=TOPAC OSMAN,TOPAC OSMAN,0
2456,AU=VIRIT OSMAN,VIRIT OSMAN,32
2457,AU=YILDIRIM OSMAN,YILDIRIM OSMAN,64
2458,AU=YUKSEL OSMAN,YUKSEL OSMAN,143
2459,AU=SAHIN OSMAN,SAHIN OSMAN,57
2460,AU=OZDEMIR OSMAN,OZDEMIR OSMAN,84
2461,AU=ULKER OSMAN,ULKER OSMAN,0
2462,AU=UNAL OSMAN,UNAL OSMAN,4
2463,AU=SAHIN OSMAN,SAHIN OSMAN,57
2464,AU=SISMAN OSMAN,SISMAN OSMAN,0
2465,AU=SARI OYA,SARI OYA,0
2466,AU=ALKOC OZAN,ALKOC OZAN,8
2467,AU=BALAKAN OZAN,BALAKAN OZAN,36
2468,AU=YAY OZAN,YAY OZAN,10
2469,AU=OZEN OGUZ,OZEN OGUZ,24
2470,AU=BURNAZ OGUZ,BURNAZ OGUZ,1
2471,AU=CINCIOGLU OGUZ,CINCIOGLU OGUZ,0
2472,AU=ERDOGAN OGUZ,ERDOGAN OGUZ,2
2473,AU=KARAHAN OGUZ,KARAHAN OGUZ,59
2474,AU=KAYMAKCI OGUZ,KAYMAKCI OGUZ,0
2475,AU=TEKELIOGLU OGUZ,TEKELIOGLU OGUZ,1
2476,AU=BASIBUYUK OGUZHAN,BASIBUYUK OGUZHAN,4
2477,AU=DINCEL OGUZHAN,DINCEL OGUZHAN,8
2478,AU=DEMIR OGUZHAN,DEMIR OGUZHAN,12
2479,AU=BUCAKTEPE PAKIZE,BUCAKTEPE PAKIZE,5
2480,AU=BAYRAM PARVANA,BAYRAM PARVANA,0
2481,AU=YALCINOGLU PELIN,YALCINOGLU PELIN,0
2482,AU=ULUS PERVIN,ULUS PERVIN,0
2483,AU=SEKMEN PERIHAN,SEKMEN PERIHAN,1
2484,AU=ECEVITOGLU PINAR,ECEVITOGLU PINAR,0
2485,AU=OZUGUZ PINAR,OZUGUZ PINAR,34
2486,AU=ARSLAN RAMAZAN,ARSLAN RAMAZAN,2
2487,AU=BALCI RAMAZAN,BALCI RAMAZAN,0
2488,AU=BASTURK RAMAZAN,BASTURK RAMAZAN,8
2489,AU=BOZKURT RAMAZAN,BOZKURT RAMAZAN,0
2490,AU=BUYUKKAYA RAMAZAN,BUYUKKAYA RAMAZAN,57
2491,AU=DERDIMAN RAMAZAN,DERDIMAN RAMAZAN,0
2492,AU=DAVRAN RAMAZAN,DAVRAN RAMAZAN,29
2493,AU=DURAN RAMAZAN,DURAN RAMAZAN,0
2494,AU=GULENDAM RAMAZAN,GULENDAM RAMAZAN,0
2495,AU=GUN RAMAZAN,GUN RAMAZAN,33
2496,AU=GUNAY RAMAZAN,GUNAY RAMAZAN,0
2497,AU=KARANFIL RAMAZAN,KARANFIL RAMAZAN,9
2498,AU=KAYIKCI RAMAZAN,KAYIKCI RAMAZAN,16
2499,AU=KAYNAK RAMAZAN,KAYNAK RAMAZAN,11
2500,AU=KILIC RAMAZAN,KILIC RAMAZAN,1
2501,AU=KILICARSLAN RAMAZAN,KILICARSLAN RAMAZAN,0
2502,AU=KOCABAS RAMAZAN,KOCABAS RAMAZAN,11
2503,AU=KOZAN RAMAZAN,KOZAN RAMAZAN,21
2504,AU=KURT RAMAZAN,KURT RAMAZAN,59
2505,AU=MEMISOGULLARI RAMAZAN,MEMISOGULLARI RAMAZAN,25
2506,AU=MERT RAMAZAN,MERT RAMAZAN,11
2507,AU=TURKMEN RAMAZAN,TURKMEN RAMAZAN,12
2508,AU=USLU RAMAZAN,USLU RAMAZAN,3
2509,AU=UYGUR RAMAZAN,UYGUR RAMAZAN,15
2510,AU=YAGCI RAMAZAN,YAGCI RAMAZAN,66
2511,AU=YILDIZ RAMAZAN,YILDIZ RAMAZAN,106
2512,AU=ZENGIN RAMAZAN,ZENGIN RAMAZAN,0
2513,AU=CELIK RAMAZAN,CELIK RAMAZAN,2
2514,AU=COSKUN RAMAZAN,COSKUN RAMAZAN,41
2515,AU=SANLI RAMAZAN,SANLI RAMAZAN,0
2516,AU=PARMAKSIZ RAMAZAN,PARMAKSIZ RAMAZAN,0
2517,AU=AKKAYA RANA,AKKAYA RANA,0
2518,AU=KUTANIS RANA,KUTANIS RANA,3
2519,AU=MOHAMMAD RASHID,MOHAMMAD RASHID,2
2520,AU=GUL RAUF,GUL RAUF,11
2521,AU=KURT RAZIYE,KURT RAZIYE,26
2522,AU=KURTARAN RAIF,KURTARAN RAIF,20
2523,AU=ATA RASIT,ATA RASIT,3
2524,AU=ERSOY RASIT,ERSOY RASIT,0
2525,AU=AKCAN RECEP,AKCAN RECEP,1
2526,AU=AKGEDIK RECEP,AKGEDIK RECEP,21
2527,AU=ALP RECEP,ALP RECEP,22
2528,AU=BAYRAM RECEP,BAYRAM RECEP,20
2529,AU=BILICAN RECEP,BILICAN RECEP,2
2530,AU=BIRCAN RECEP,BIRCAN RECEP,2
2531,AU=DEMIR RECEP,DEMIR RECEP,25
2532,AU=DOKUYUCU RECEP,DOKUYUCU RECEP,59
2533,AU=DUZGUN RECEP,DUZGUN RECEP,0
2534,AU=KARA RECEP,KARA RECEP,24
2535,AU=KILIC RECEP,KILIC RECEP,13
2536,AU=KILIC RECEP,KILIC RECEP,13
2537,AU=KOCAK RECEP,KOCAK RECEP,2
2538,AU=KUTLUBAY RECEP,KUTLUBAY RECEP,5
2539,AU=NISANCI RECEP,NISANCI RECEP,15
2540,AU=SUTCU RECEP,SUTCU RECEP,98
2541,AU=UYSAL RECEP,UYSAL RECEP,14
2542,AU=VARDI RECEP,VARDI RECEP,0
2543,AU=YENITEPE RECEP,YENITEPE RECEP,1
2544,AU=OZTAS RECEP,OZTAS RECEP,0
2545,AU=UYANOZ REFIK,UYANOZ REFIK,6
2546,AU=DEMIREL REHA,DEMIREL REHA,13
2547,AU=YILMAZ REHA,YILMAZ REHA,1
2548,AU=ALTIN REMZI,ALTIN REMZI,13
2549,AU=GEMCI REMZI,GEMCI REMZI,7
2550,AU=YILMAZ REMZI,YILMAZ REMZI,43
2551,AU=YIGITER REMZI,YIGITER REMZI,19
2552,AU=CATALBAS RESUL,CATALBAS RESUL,1
2553,AU=OGUREL REYHAN,OGUREL REYHAN,8
2554,AU=UNLU RESAT,UNLU RESAT,0
2555,AU=OZARAS RESAT,OZARAS RESAT,98
2556,AU=KOKEN RESIT,KOKEN RESIT,27
2557,AU=SAY RIDAVN,SAY RIDAVN,0
2558,AU=BAYIRLI RIDVAN,BAYIRLI RIDVAN,0
2559,AU=CITIL RIDVAN,CITIL RIDVAN,0
2560,AU=AKIS RIFAT,AKIS RIFAT,3
2561,AU=SEZER RIFAT,SEZER RIFAT,4
2562,AU=BAGCI RIZA,BAGCI RIZA,0
2563,AU=GURBUZ RIZA,GURBUZ RIZA,9
2564,AU=KARASEN RIZA,KARASEN RIZA,25
2565,AU=CELIK ROMEDI,CELIK ROMEDI,2
2566,AU=HAYAT RUSTEM,HAYAT RUSTEM,12
2567,AU=KURBAN RIFAT,KURBAN RIFAT,7
2568,AU=LACINER SAADET,LACINER SAADET,0
2569,AU=KEKLIK SAADETIN,KEKLIK SAADETIN,0
2570,AU=EYIGUN SABRI,EYIGUN SABRI,0
2571,AU=HERGUNER SABRI,HERGUNER SABRI,48
2572,AU=KAYA SABRI,KAYA SABRI,16
2573,AU=ZINCIRKESER SABRI,ZINCIRKESER SABRI,9
2574,AU=ALICI SABIHA,ALICI SABIHA,6
2575,AU=KUTLUHAN SABIT,KUTLUHAN SABIT,1
2576,AU=KOSE SACIT,KOSE SACIT,3
2577,AU=SARI SADETTIN,SARI SADETTIN,0
2578,AU=BUYUKBAS SADIK,BUYUKBAS SADIK,38
2579,AU=SOGUT SADIK,SOGUT SADIK,15
2580,AU=UCAR SADIK,UCAR SADIK,0
2581,AU=SAGLAM SADULLAH,SAGLAM SADULLAH,16
2582,AU=KARAMAN SAFA,KARAMAN SAFA,56
2583,AU=SEN SAFFET,SEN SAFFET,1
2584,AU=KOKSAL SAKIP,KOKSAL SAKIP,9
2585,AU=AKCAY SALAHEDDIN,AKCAY SALAHEDDIN,27
2586,AU=AKYEL SALIH,AKYEL SALIH,1
2587,AU=DEMIREL SALIH,DEMIREL SALIH,43
2588,AU=GORGUNOGLU SALIH,GORGUNOGLU SALIH,6
2589,AU=KUK SALIH,KUK SALIH,29
2590,AU=MUTLU SALIH,MUTLU SALIH,11
2591,AU=OKUR SALIH,OKUR SALIH,33
2592,AU=SEYHAN SALIH,SEYHAN SALIH,0
2593,AU=TORUN SALIH,TORUN SALIH,1
2594,AU=YALCINBAS SALIH,YALCINBAS SALIH,19
2595,AU=YILDIRIM SALIH,YILDIRIM SALIH,9
2596,AU=YILMAZ SALIH,YILMAZ SALIH,19
2597,AU=CELEBIOGLU SALIH,CELEBIOGLU SALIH,5
2598,AU=CELIK SALIH,CELIK SALIH,33
2599,AU=COSKUN SALIH,COSKUN SALIH,32
2600,AU=OZ SALIH,OZ SALIH,0
2601,AU=OZGOCMEN SALIH,OZGOCMEN SALIH,87
2602,AU=ILHAN SALIH,ILHAN SALIH,29
2603,AU=INAL SALIH,INAL SALIH,47
2604,AU=KARATAY SALIHA,KARATAY SALIHA,44
2605,AU=DONMEZ SALIM,DONMEZ SALIM,42
2606,AU=YUCE SALIM,YUCE SALIM,45
2607,AU=SAHIN SALIM,SAHIN SALIM,10
2608,AU=KUVAT SAMET,KUVAT SAMET,71
2609,AU=OZER SAMET,OZER SAMET,27
2610,AU=KARAHAN SAMI,KARAHAN SAMI,0
2611,AU=TABAN SAMI,TABAN SAMI,1
2612,AU=BULUT SANCAR,BULUT SANCAR,10
2613,AU=TEKIN SATI,TEKIN SATI,3
2614,AU=ALPAY SAVAS,ALPAY SAVAS,0
2615,AU=ACIKKAYA SAVAS,ACIKKAYA SAVAS,0
2616,AU=OZSU SAVAS,OZSU SAVAS,57
2617,AU=KARABULUT SAVAS,KARABULUT SAVAS,9
2618,AU=KURT SAVAS,KURT SAVAS,0
2619,AU=SARIKAYA SAVAS,SARIKAYA SAVAS,21
2620,AU=ALGAN SAID,ALGAN SAID,11
2621,AU=ALMA SAIDE,ALMA SAIDE,0
2622,AU=ARI SAIM,ARI SAIM,0
2623,AU=BASKAN SAIM,BASKAN SAIM,3
2624,AU=ALAN SAIT,ALAN SAIT,31
2625,AU=ERER SAIT,ERER SAIT,2
2626,AU=SAN SAIT,SAN SAIT,43
2627,AU=TUZEL SAIT,TUZEL SAIT,5
2628,AU=CELIK SAIT,CELIK SAIT,14
2629,AU=AKKAYA SEBAHAT,AKKAYA SEBAHAT,0
2630,AU=TURGUT SEBAHAT,TURGUT SEBAHAT,51
2631,AU=AGLADIOGLU SEBAHAT,AGLADIOGLU SEBAHAT,30
2632,AU=ALBAYRAK SEBAHATTIN,ALBAYRAK SEBAHATTIN,52
2633,AU=GULTEKIN SEBAHATTIN,GULTEKIN SEBAHATTIN,1
2634,AU=TAS SEBAHATTIN,TAS SEBAHATTIN,0
2635,AU=CELIK SEBAT,CELIK SEBAT,0
2636,AU=OZKAN SEBIHA,OZKAN SEBIHA,13
2637,AU=AZAKLI SEDA,AZAKLI SEDA,0
2638,AU=BOZGIL SEDA,BOZGIL SEDA,0
2639,AU=OZBEK SEDA,OZBEK SEDA,25
2640,AU=AKAR SEDAT,AKAR SEDAT,4
2641,AU=TUNCEL SEDAT,TUNCEL SEDAT,16
2642,AU=ATMACA SEDAT,ATMACA SEDAT,15
2643,AU=AGAN SEDAT,AGAN SEDAT,3
2644,AU=GUVEN SEDAT,GUVEN SEDAT,11
2645,AU=KARABULUT SEDAT,KARABULUT SEDAT,14
2646,AU=KILINCASLAN SEDAT,KILINCASLAN SEDAT,0
2647,AU=LACINER SEDAT,LACINER SEDAT,2
2648,AU=MOTOR SEDAT,MOTOR SEDAT,30
2649,AU=TELCEKEN SEDAT,TELCEKEN SEDAT,8
2650,AU=YUMUSAK SEDAT,YUMUSAK SEDAT,2
2651,AU=CETIN SEDAT,CETIN SEDAT,13
2652,AU=BAYHAN SEDEN,BAYHAN SEDEN,0
2653,AU=AKKUCUK SEECKIN,AKKUCUK SEECKIN,0
2654,AU=DUNDAR SEFA,DUNDAR SEFA,13
2655,AU=GULTURK SEFA,GULTURK SEFA,20
2656,AU=SEKIN SEFA,SEKIN SEFA,0
2657,AU=BILGIN SEFAI,BILGIN SEFAI,1
2658,AU=KULA SEHER,KULA SEHER,0
2659,AU=ALBAYRAK SELAHATTIN,ALBAYRAK SELAHATTIN,1
2660,AU=BEKMEZ SELAHATTIN,BEKMEZ SELAHATTIN,3
2661,AU=EROL SELAHATTIN,EROL SELAHATTIN,1
2662,AU=TURAN SELAHATTIN,TURAN SELAHATTIN,6
2663,AU=CITCI SELAHATTIN,CITCI SELAHATTIN,0
2664,AU=OZCELIK SELAHATTIN,OZCELIK SELAHATTIN,5
2665,AU=DUMAN SELAMI,DUMAN SELAMI,0
2666,AU=DUMAN SELAMI,DUMAN SELAMI,0
2667,AU=ERDOGAN SELEME,ERDOGAN SELEME,0
2668,AU=SINAN SELMA,SINAN SELMA,23
2669,AU=YAZICI SELMA,YAZICI SELMA,20
2670,AU=UGUZ SELMAN,UGUZ SELMAN,31
2671,AU=KELEKCI SELVI,KELEKCI SELVI,15
2672,AU=AKBAS SELCUK,AKBAS SELCUK,9
2673,AU=AKTURK SELCUK,AKTURK SELCUK,65
2674,AU=ERKAYA SELCUK,ERKAYA SELCUK,29
2675,AU=KARA SELCUK,KARA SELCUK,36
2676,AU=KAYA SELCUK,KAYA SELCUK,81
2677,AU=KERVAN SELCUK,KERVAN SELCUK,35
2678,AU=REIS SELCUK,REIS SELCUK,10
2679,AU=TOPRAK SELCUK,TOPRAK SELCUK,8
2680,AU=UYGUN SELCUK,UYGUN SELCUK,2
2681,AU=UCAR SELCUK,UCAR SELCUK,4
2682,AU=YAVUZ SELCUK,YAVUZ SELCUK,12
2683,AU=YILDIRIM SELCUK,YILDIRIM SELCUK,24
2684,AU=COLAKOGLU SELCUK,COLAKOGLU SELCUK,1
2685,AU=ILHAN SELCUK,ILHAN SELCUK,21
2686,AU=BOZKURT SELIM,BOZKURT SELIM,36
2687,AU=DOGANAY SELIM,DOGANAY SELIM,110
2688,AU=KORTUNAY SELIM,KORTUNAY SELIM,6
2689,AU=YILMAZ SELIM,YILMAZ SELIM,10
2690,AU=EREN SELIM,EREN SELIM,15
2691,AU=ERGUL SELIM,ERGUL SELIM,0
2692,AU=TOKMAK SELIM,TOKMAK SELIM,0
2693,AU=UZUNOGLU SELIM,UZUNOGLU SELIM,30
2694,AU=CAKMAKLI SELIM,CAKMAKLI SELIM,1
2695,AU=OZDEMIR SELIM,OZDEMIR SELIM,3
2696,AU=OZEN SELIM,OZEN SELIM,0
2697,AU=KORTUNAY SEMRA,KORTUNAY SEMRA,0
2698,AU=CELIK SEMRA,CELIK SEMRA,1
2699,AU=AFYON SEMIH,AFYON SEMIH,14
2700,AU=ARICI SEMIH,ARICI SEMIH,16
2701,AU=BILGE SEMIH,BILGE SEMIH,1
2702,AU=CEKIC SEMIN,CEKIC SEMIN,0
2703,AU=ONCU SEMIRAL,ONCU SEMIRAL,12
2704,AU=ARASAN SERACETTIN,ARASAN SERACETTIN,13
2705,AU=SIMAVLI SERAP,SIMAVLI SERAP,40
2706,AU=SAHIN SERAP,SAHIN SERAP,54
2707,AU=YILDIRIM SERAP,YILDIRIM SERAP,26
2708,AU=BILICI SERBEST,BILICI SERBEST,5
2709,AU=BALCI SERDAL,BALCI SERDAL,2
2710,AU=AKTAS SERDAR,AKTAS SERDAR,39
2711,AU=ATILGAN SERDAR,ATILGAN SERDAR,10
2712,AU=AZTEKIN SERDAR,AZTEKIN SERDAR,1
2713,AU=BALCI SERDAR,BALCI SERDAR,95
2714,AU=BEKTAS SERDAR,BEKTAS SERDAR,7
2715,AU=GUVENC SERDAR,GUVENC SERDAR,2
2716,AU=DEGIRMENCIOGLU SERDAR,DEGIRMENCIOGLU SERDAR,10
2717,AU=ORUC SERDAR,ORUC SERDAR,17
2718,AU=SAKIN SERDAR,SAKIN SERDAR,1
2719,AU=TOKER SERDAR,TOKER SERDAR,37
2720,AU=BAYRAKTAR SERDAR,BAYRAKTAR SERDAR,5
2721,AU=OZKASAP SERDAR,OZKASAP SERDAR,15
2722,AU=OZTUZCU SERDAR,OZTUZCU SERDAR,83
2723,AU=ULKER SERDAR,ULKER SERDAR,26
2724,AU=SIVGIN SERDAR,SIVGIN SERDAR,50
2725,AU=AYDIN SERGULEN,AYDIN SERGULEN,10
2726,AU=DERIN SERHAN,DERIN SERHAN,22
2727,AU=DEMIRER SERHAT,DEMIRER SERHAT,7
2728,AU=ERCAN SERHAT,ERCAN SERHAT,0
2729,AU=MERTOGLU SERHAT,MERTOGLU SERHAT,1
2730,AU=TANIK SERHAT,TANIK SERHAT,28
2731,AU=AYDIN SERKAN,AYDIN SERKAN,11
2732,AU=BALTA SERKAN,BALTA SERKAN,3
2733,AU=BAYRAKTAROGLU SERKAN,BAYRAKTAROGLU SERKAN,0
2734,AU=BOYAR SERKAN,BOYAR SERKAN,3
2735,AU=ELCIN SERKAN,ELCIN SERKAN,12
2736,AU=ERDAL SERKAN,ERDAL SERKAN,44
2737,AU=KARATAS SERKAN,KARATAS SERKAN,6
2738,AU=KIRBAS SERKAN,KIRBAS SERKAN,25
2739,AU=KURTGOZ SERKAN,KURTGOZ SERKAN,5
2740,AU=PERKMEN SERKAN,PERKMEN SERKAN,9
2741,AU=CAKIR SERKAN,CAKIR SERKAN,8
2742,AU=OZTURK SERKAN,OZTURK SERKAN,94
2743,AU=SAHIN SERKAN,SAHIN SERKAN,31
2744,AU=SENOL SERKAN,SENOL SERKAN,41
2745,AU=ALTAY SERPIL,ALTAY SERPIL,0
2746,AU=KOCAMAN SERPIL,KOCAMAN SERPIL,0
2747,AU=YAGCI SERVER,YAGCI SERVER,16
2748,AU=DEMIR SERVET,DEMIR SERVET,3
2749,AU=KACAR SEVAL,KACAR SEVAL,27
2750,AU=BULDUK SEVDA,BULDUK SEVDA,0
2751,AU=SEZER SEVGI,SEZER SEVGI,2
2752,AU=YUCA SEVIL,YUCA SEVIL,27
2753,AU=GOKSUGUR SEVIL,GOKSUGUR SEVIL,21
2754,AU=KAMALI SEVIL,KAMALI SEVIL,60
